  0.0000000e+000  1.4727102e-003
  2.0202020e-001 -6.5465673e-004
  4.0404040e-001  2.0887898e-003
  6.0606061e-001 -3.7952232e-003
  8.0808081e-001 -4.0093633e-004
  1.0101010e+000  1.1207828e-003
  1.2121212e+000  2.4185764e-003
  1.4141414e+000 -1.2942715e-003
  1.6161616e+000  4.8546302e-004
  1.8181818e+000 -1.7528085e-003
  2.0202020e+000  1.6346137e-003
  2.2222222e+000 -3.2472279e-003
  2.4242424e+000 -2.6771914e-003
  2.6262626e+000  2.7818848e-004
  2.8282828e+000 -8.4115105e-004
  3.0303030e+000  1.4681774e-003
  3.2323232e+000  4.3447003e-003
  3.4343434e+000  3.4737230e-003
  3.6363636e+000  9.2956882e-003
  3.8383838e+000  1.8749415e-002
  4.0404040e+000  2.6302258e-002
  4.2424242e+000  3.6027009e-002
  4.4444444e+000  3.4914684e-002
  4.6464646e+000  3.8759856e-002
  4.8484848e+000  3.8594781e-002
  5.0505051e+000  3.7068051e-002
  5.2525253e+000  3.9041605e-002
  5.4545455e+000  4.1064857e-002
  5.6565657e+000  3.9489795e-002
  5.8585859e+000  4.0755309e-002
  6.0606061e+000  4.0271053e-002
  6.2626263e+000  4.1285898e-002
  6.4646465e+000  4.1955082e-002
  6.6666667e+000  4.3960940e-002
  6.8686869e+000  4.1772595e-002
  7.0707071e+000  4.3379142e-002
  7.2727273e+000  4.5331402e-002
  7.4747475e+000  4.2003831e-002
  7.6767677e+000  4.3991290e-002
  7.8787879e+000  4.2445985e-002
  8.0808081e+000  4.2467366e-002
  8.2828283e+000  4.2698990e-002
  8.4848485e+000  4.4975626e-002
  8.6868687e+000  4.1091351e-002
  8.8888889e+000  4.3563509e-002
  9.0909091e+000  4.3815622e-002
  9.2929293e+000  4.4720692e-002
  9.4949495e+000  4.0440642e-002
  9.6969697e+000  4.0422137e-002
  9.8989899e+000  4.5940211e-002
  1.0101010e+001  4.1996765e-002
  1.0303030e+001  3.8971210e-002
  1.0505051e+001  4.0243266e-002
  1.0707071e+001  3.5860512e-002
  1.0909091e+001  3.8324624e-002
  1.1111111e+001  3.3770115e-002
  1.1313131e+001  3.4067392e-002
  1.1515152e+001  3.1947409e-002
  1.1717172e+001  3.1101127e-002
  1.1919192e+001  3.2429098e-002
  1.2121212e+001  3.6166108e-002
  1.2323232e+001  3.0367580e-002
  1.2525253e+001  3.1971605e-002
  1.2727273e+001  3.0731544e-002
  1.2929293e+001  2.8933898e-002
  1.3131313e+001  2.9282501e-002
  1.3333333e+001  2.6879656e-002
  1.3535354e+001  2.7062325e-002
  1.3737374e+001  2.8870803e-002
  1.3939394e+001  2.6393253e-002
  1.4141414e+001  2.6806106e-002
  1.4343434e+001  2.4528405e-002
  1.4545455e+001  2.6915458e-002
  1.4747475e+001  2.3738166e-002
  1.4949495e+001  2.0855652e-002
  1.5151515e+001  2.0460780e-002
  1.5353535e+001  2.2568949e-002
  1.5555556e+001  1.8064163e-002
  1.5757576e+001  1.9578317e-002
  1.5959596e+001  2.1507127e-002
  1.6161616e+001  1.7452990e-002
  1.6363636e+001  1.9116070e-002
  1.6565657e+001  1.7471157e-002
  1.6767677e+001  1.8650672e-002
  1.6969697e+001  1.8131283e-002
  1.7171717e+001  1.1525183e-002
  1.7373737e+001  1.7685475e-002
  1.7575758e+001  1.9938696e-002
  1.7777778e+001  1.8069218e-002
  1.7979798e+001  2.0753322e-002
  1.8181818e+001  1.7678279e-002
  1.8383838e+001  1.8844478e-002
  1.8585859e+001  1.8481470e-002
  1.8787879e+001  1.6877647e-002
  1.8989899e+001  1.5935556e-002
  1.9191919e+001  1.5071955e-002
  1.9393939e+001  1.3644386e-002
  1.9595960e+001  1.2798476e-002
  1.9797980e+001  1.6302351e-002
  2.0000000e+001  1.6664403e-002
