  0.0000000e+000 -5.4050000e+001
  2.0202020e-001 -5.4518198e+001
  4.0404040e-001 -5.3430122e+001
  6.0606061e-001 -5.4591382e+001
  8.0808081e-001 -5.5389206e+001
  1.0101010e+000 -5.3665300e+001
  1.2121212e+000 -5.3326987e+001
  1.4141414e+000 -5.3981306e+001
  1.6161616e+000 -5.3895158e+001
  1.8181818e+000 -5.3451316e+001
  2.0202020e+000 -5.4919909e+001
  2.2222222e+000 -5.4050000e+001
  2.4242424e+000 -5.3178237e+001
  2.6262626e+000 -4.8530099e+001
  2.8282828e+000 -3.3948218e+001
  3.0303030e+000 -2.6110244e+001
  3.2323232e+000 -1.3989346e+001
  3.4343434e+000 -3.2822604e+000
  3.6363636e+000  7.7752994e-001
  3.8383838e+000 -6.7307869e+000
  4.0404040e+000 -2.2340914e+001
  4.2424242e+000 -3.4707794e+001
  4.4444444e+000 -4.2374529e+001
  4.6464646e+000 -4.4669293e+001
  4.8484848e+000 -4.4534614e+001
  5.0505051e+000 -4.6822684e+001
  5.2525253e+000 -4.2952499e+001
  5.4545455e+000 -4.0664181e+001
  5.6565657e+000 -3.8408903e+001
  5.8585859e+000 -3.6249219e+001
  6.0606061e+000 -3.5872531e+001
  6.2626263e+000 -3.3217941e+001
  6.4646465e+000 -3.0468850e+001
  6.6666667e+000 -2.8022336e+001
  6.8686869e+000 -2.4993531e+001
  7.0707071e+000 -2.3546279e+001
  7.2727273e+000 -1.9452496e+001
  7.4747475e+000 -1.9383589e+001
  7.6767677e+000 -2.6070314e+001
  7.8787879e+000 -3.1502046e+001
  8.0808081e+000 -4.4673025e+001
  8.2828283e+000 -5.1173188e+001
  8.4848485e+000 -5.4567809e+001
  8.6868687e+000 -5.6642703e+001
  8.8888889e+000 -5.7452965e+001
  9.0909091e+000 -5.7675487e+001
  9.2929293e+000 -5.7457150e+001
  9.4949495e+000 -5.6516273e+001
  9.6969697e+000 -5.5433034e+001
  9.8989899e+000 -5.5598676e+001
  1.0101010e+001 -5.7620000e+001
  1.0303030e+001 -5.9117326e+001
  1.0505051e+001 -5.8690762e+001
  1.0707071e+001 -5.8138533e+001
  1.0909091e+001 -5.7742959e+001
  1.1111111e+001 -5.7523903e+001
  1.1313131e+001 -5.5253182e+001
  1.1515152e+001 -5.7458164e+001
  1.1717172e+001 -5.8305229e+001
  1.1919192e+001 -5.8460154e+001
  1.2121212e+001 -5.9311961e+001
  1.2323232e+001 -5.6935635e+001
  1.2525253e+001 -5.8624950e+001
  1.2727273e+001 -5.5516943e+001
  1.2929293e+001 -5.7498976e+001
  1.3131313e+001 -5.7908061e+001
  1.3333333e+001 -5.8880488e+001
  1.3535354e+001 -5.7257027e+001
  1.3737374e+001 -5.7147286e+001
  1.3939394e+001 -5.8417938e+001
  1.4141414e+001 -5.6128528e+001
  1.4343434e+001 -5.7257746e+001
  1.4545455e+001 -5.6764233e+001
  1.4747475e+001 -5.7869427e+001
  1.4949495e+001 -5.8998199e+001
  1.5151515e+001 -5.6938958e+001
  1.5353535e+001 -5.8114798e+001
  1.5555556e+001 -5.8329504e+001
  1.5757576e+001 -5.7060103e+001
  1.5959596e+001 -5.6817899e+001
  1.6161616e+001 -5.8275918e+001
  1.6363636e+001 -5.7024856e+001
  1.6565657e+001 -5.7877126e+001
  1.6767677e+001 -5.7166003e+001
  1.6969697e+001 -5.7412493e+001
  1.7171717e+001 -5.8264775e+001
  1.7373737e+001 -5.8850357e+001
  1.7575758e+001 -5.7822716e+001
  1.7777778e+001 -5.6655670e+001
  1.7979798e+001 -5.7957548e+001
  1.8181818e+001 -5.7078753e+001
  1.8383838e+001 -5.7231911e+001
  1.8585859e+001 -5.8036107e+001
  1.8787879e+001 -5.7873542e+001
  1.8989899e+001 -5.7308492e+001
  1.9191919e+001 -5.7106569e+001
  1.9393939e+001 -5.7741967e+001
  1.9595960e+001 -5.7771864e+001
  1.9797980e+001 -5.7988239e+001
  2.0000000e+001 -5.7620000e+001
